TITLE,LOCATION,PRICE,LAND AREA,BUILDUP AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES
Commercial house for rent in Basundhara,"Basundhara, Kathmandu",Rs. 1.5 Lac/m,3.3 aana,,8-10 Feet,West,3.0,5.0,4.0,#NAME? B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Furnished Bungalow for rent at Sanepa,"Sanepa, Lalitpur",Rs. 3.1 Lac/m,10.0 aana,,20 Feet,,2.0,4.0,5.0,2067 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage', 'Fridge', 'Marbel']"
Beautiful house on sale at Dhapasi,"Dhapasi, Kathmandu",Rs. 6.1 Cr ,10.0 aana,,13 Feet,East,2.0,4.0,3.0,2067 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Drinking Water']"
Residential house on sale at Suryabinayak ,"Suryabinayak, Bhaktapur",Rs. 8.2 Cr ,6.0 aana,,10 Feet,South-East,3.0,8.0,3.0,2076 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water']"
Full furnished bungalow for rent at Gahana Pokhari,"Gahana Pokhari, Kathmandu",Rs. 2.5 Lac/m,16.0 aana,,12-18 Feet,,2.5,4.0,4.0,2062 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Parquet', 'AirCon', 'Power Backup', 'Fridge', 'Washing Machine', 'Garden']"
Commercial building for rent in Hattisar,"Hattisar, Kathmandu",Rs. 8.5 Lac/m,8000 sq. ft,8000 Sq. Feet,12-18 Feet,,4.0,,,2062 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Parking', 'Drainage']"
Bungalow for rent in Gairidhara,"Gairidhara, Kathmandu",Rs. 4 Lac/m,16.0 aana,,12-18 Feet,,,10.0,6.0,2065 B.S,,"['Garden', 'Drainage', 'Drinking Water', 'Bathroom', 'Parking', 'Marbel']"
"Attractive house on sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 4.6 Cr ,5.3 aana,4358 Sq. Feet,27 Feet,North-East,3.5,6.0,,2068 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water']"
"Two houses available for rent at Thado Dhunga, Jhamsikhel","Thado Dhunga, Lalitpur",Rs. 3.5 Lac/m,29.2 aana,,12-18 Feet,,3.0,,,2076 B.S,,"['Garden', 'Drainage', 'Bathroom', 'Parking', 'Drinking Water', 'Marbel']"
Commercial building for rent at Baluwatar,"Baluwatar, Kathmandu",Rs. 7.25 Lac/m,5800 sq. ft,5800 Sq. Feet,20+ Feet,,4.0,,,2076 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Lift', 'Earthquake Resistant']"
Attractive residential bungalow for rent at Baluwatar,"Baluwatar, Kathmandu",Rs. 3.85 Lac/m,22.0 aana,,12-18 Feet,,2.0,4.0,4.0,2076 B.S,,"['Marbel', 'Parquet', 'Garden', 'Drainage', 'Bathroom', 'Parking', 'Drinking Water', 'Power Backup']"
Residential bungalow for rent in Bansbari,"Bansbari, Kathmandu",Rs. 1.2 Lac/m,5.0 aana,,12-18 Feet,,2.5,4.0,3.0,2076 B.S,,"['Marbel', 'Parquet', 'Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']"
House on rent in Sinamangal,"Sinamangal, Kathmandu",Rs. 2.1 Lac/m,11.0 aana,,12-18 Feet,,3.0,8.0,5.0,2076 B.S,,"['Marbel', 'Garden', 'Drainage', 'Bathroom', 'Parking', 'Drinking Water']"
"House for rent at Bhatbhateni, Naxal","Naxal, Kathmandu","Rs. 80,000 /m",,,12-18 Feet,,,9.0,3.0,2076 B.S,,"['Marbel', 'Drinking Water', 'Bathroom', 'Parking', 'Drainage']"
"Residential house for sale near Mahalaxmi Temple, Lubhu","Lubhu, Lalitpur",Rs. 1.7 Cr ,2.2 aana,,13 Feet,North-East,2.5,5.0,2.0,2076 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Marbel', 'Drinking Water', 'Earthquake Resistant']"
Full furnished house on sale at Golfutar,"Golfutar, Kathmandu",Rs. 8 Cr ,9.0 aana,,10-12 Feet,,2.5,,,2077 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Fully furnished house on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 3.9 Cr ,6.0 aana,,13-16 Feet,South-West,3.0,6.0,6.0,2077 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water']"
Residential house for rent at Jorpati,"Jorpati, Kathmandu","Rs. 50,000 /m",5.0 aana,,12-18 Feet,,2.0,4.0,3.0,2070 B.S,,"['Marbel', 'Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
"Residential house on sale at Jarankhu, Kathmandu","Jarankhu, Kathmandu",Rs. 1.6 Cr ,3.2 aana,,10 Feet,South-West,2.5,4.0,3.0,2069 B.S,,"['Bathroom', 'Drainage', 'Parking']"
"House for rent at Bakhundol, Sanepa","Bakhundole, Lalitpur",Rs. 1.25 Lac/m,,,10 Feet,,3.0,7.0,,2075 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water']"
"House on sale near Chirayu Hospital, Basundhara","Basundhara, Kathmandu",Rs. 7.5 Cr ,7.2 aana,,12-18 Feet,,3.0,,,2062 B.S,,"['Marbel', 'Drainage', 'Drinking Water', 'Bathroom', 'Parking']"
"Land on sale at Sinamangal, Kathmandu","Sinamangal, Kathmandu",Rs. 53 Lac/aana,6.1 kattha,,10-12 Feet,East,,,,2062 B.S,,[]
"House on sale in Katunje, Bhaktpur","Katunje, Bhaktapur",Rs. 3.5 Cr ,8.0 aana,,13 Feet,North,2.5,5.0,4.0,2065 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
"Newly Built residential house for sale in Chyau Danda, Lalitpur","Chyau Danda, Lalitpur",Rs. 2.4 Cr ,3.0 aana,,20 Feet,,2.5,4.0,3.0,2068 B.S,,"['Earthquake Resistant', 'Drainage', 'Drinking Water', 'Bathroom', 'Parking']"
Under construction house for sale in Bansbari,"Bansbari, Kathmandu",Rs. 6.5 Cr ,6.1 aana,,12-18 Feet,,2.5,3.0,3.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Drinking Water', 'Bathroom', 'Parking']"
"House for rent at Maijubahal, Kathmandu","Maijubahal, Kathmandu",Rs. 1.35 Lac/m,17.0 aana,,14 Feet,,2.0,13.0,5.0,2076 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water']"
House on urgent sale at Imadol,"Imadol, Lalitpur",Rs. 2.65 Cr ,3.1 aana,,20 Feet,South,2.5,4.0,3.0,2076 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Marbel', 'Earthquake Resistant']"
"Residential house on sale at Nayabazar, Kathmandu","Naya Bazar, Kathmandu",Rs. 3.3 Cr ,4.0 aana,,10 Feet,,2.5,5.0,4.0,2076 B.S,,"['Marbel', 'Parquet', 'Bathroom', 'Drinking Water', 'Parking', 'Drainage']"
House For Rent at Imadol ,"Imadol, Lalitpur","Rs. 60,000 /m",1350 sq. ft,1350 Sq. Feet,16 Feet,North-West,2.5,4.0,5.0,2076 B.S,,"['Bathroom', 'Parking', 'Drainage', 'Earthquake Resistant', 'Marbel', 'Modular Kitchen', 'Drinking Water', 'Internet']"
"Luxurious Houses available at Dhapakhel, Downtown Residency","Nagdaha, Lalitpur",Rs. 4.15 Cr ,4.0 aana,2754 Sq. Feet,20 Feet,,2.5,4.0,4.0,2070 B.S,,"['Earthquake Resistant', 'Parking', 'Modular Kitchen', 'Power Backup', 'Swimming Pool', 'Drinking Water', 'Gym']"
Brand new house for sale in Thecho,"Thecho, Lalitpur",Rs. 1.9 Cr ,4.0 aana,,16 Feet,,2.5,4.0,4.0,2074 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Drinking Water', 'Bathroom', 'Parking']"
Bungalow House for sale in Mandikhatar,"Mandikhatar, Kathmandu",Rs. 6.5 Cr ,8.0 aana,,13 Feet,North-East,2.5,5.0,5.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Marbel', 'Drainage']"
"Residential house for sale in Icimod, Khumaltar","Icimod, Lalitpur",Rs. 3.05 Cr ,4.0 aana,,13 Feet,,2.5,5.0,4.0,2076 B.S,,"['Marbel', 'Drainage', 'Drinking Water', 'Bathroom', 'Parking']"
Commercial house on sale in Imadol,"Imadol, Lalitpur",Rs. 4 Cr ,4.0 aana,1893 Sq. Feet,26 Feet,North,2.5,3.0,3.0,2070 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Solar']"
Commercial building on sale at Nakhipot,"Nakhipot, Lalitpur",Rs. 7 Cr ,4.0 aana,,12-18 Feet,North-East,3.5,3.0,,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Parking', 'Drinking Water', 'Drainage', 'Modular Kitchen']"
Under Construction Bungalow for sale in Chundevi,"Chundevi, Kathmandu",Rs. 7.5 Cr ,6.1 aana,,12-18 Feet,,2.5,5.0,4.0,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Drinking Water', 'Bathroom', 'Parking']"
"Modern Houses for Sale at Godawari Valley, Taukhel","Godawari, Lalitpur",Rs. 4.19 Cr ,5.0 aana,3360 Sq. Feet,20 Feet,,2.5,5.0,4.0,2070 B.S,,"['Earthquake Resistant', 'Gym', 'Power Backup', 'Playground', 'Swimming Pool', 'Drinking Water', 'Bathroom']"
"House on sale at Kapan, Chunikhel","Chunikhel, Kathmandu",Rs. 2.5 Cr ,3.0 aana,,10 Feet,South,3.5,7.0,3.0,2069 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Solar', 'Drinking Water', 'Bathroom', 'Parking']"
Residential house for sale in Gairidhara,"Gairidhara, Kathmandu",Rs. 5.1 Cr ,5.0 aana,,12 Feet,North,2.5,4.0,4.0,2075 B.S,,"['Marbel', 'Drinking Water', 'Bathroom', 'Parking', 'Drainage']"
"Residential house for sale at KhuRs.anitar, Lazimpat","Lazimpat, Kathmandu",Rs. 5.6 Cr ,6.0 aana,,10-12 Feet,,2.5,5.0,4.0,2062 B.S,,"['Marbel', 'Bathroom', 'Parking', 'Drainage', 'Drinking Water']"
"House on sale at Lampokhari, Chabahil","Chabahil, Kathmandu",Rs. 3.5 Cr ,6.2 aana,,8 Feet,West,2.5,4.0,2.0,2062 B.S,,"['Garden', 'Solar', 'Parking', 'Bathroom', 'Drainage', 'Drinking Water', 'Marbel']"
Bungalow house for rent in Basundhara,"Basundhara, Kathmandu",Rs. 3 Lac/m,18.2 aana,,12-18 Feet,,1.5,5.0,6.0,2065 B.S,,"['Marbel', 'Drainage', 'Drinking Water', 'Bathroom', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Sitapaila, Kathmandu","Rs. 80,000 /m",6.1 aana,,13 Feet,North-West,,,,2068 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Gongabu, Kathmandu",Rs. 1.4 Lac/m,8.0 aana,,16 Feet,South,2.5,5.0,3.0,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Garden', 'Parking']"
Bungalow house for rent in Basundhara,"Matatirtha, Kathmandu",Rs. 1.8 Cr ,4.0 aana,980 Sq. Feet,13 Feet,North-East,1.0,3.0,2.0,2076 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Bansbari, Kathmandu",Rs. 5.5 Cr ,6.2 aana,,13 Feet,South-East,2.5,6.0,5.0,2070 B.S,,"['Bathroom', 'Drainage', 'Drinking Water', 'Garden', 'Parking']"
Bungalow house for rent in Basundhara,"Dahachowk, Kathmandu",Rs. 2.9 Cr ,5.3 aana,,13-20 Feet,,2.5,4.0,5.0,2063 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 5.5 Cr ,4.2 aana,,40 Feet,South-East,2.5,3.0,4.0,2062 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Swoyambhu, Kathmandu",Rs. 2.75 Cr ,2.2 aana,,20 Feet,South,2.5,5.0,3.0,2062 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Garden']"
Bungalow house for rent in Basundhara,"Bafal, Kathmandu",Rs. 3.65 Cr ,5.0 aana,,13 Feet,South,3.0,5.0,4.0,2065 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Chapali, Kathmandu",Rs. 6.15 Cr ,6.0 aana,,13 Feet,South,2.5,5.0,3.0,2068 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage', 'Garden']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Price on call,8.2 aana,,13 Feet,,2.5,6.0,7.0,2076 B.S,,"['Bathroom', 'Drainage', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Chandragiri, Kathmandu",Rs. 1.7 Cr ,3.2 aana,,10 Feet,South-East,2.5,6.0,3.0,2076 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 2.55 Cr ,3.0 aana,,13 Feet,West,2.5,4.0,4.0,2076 B.S,,"['Parking', 'Bathroom', 'Drainage', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Kupandole, Lalitpur",Rs. 3.5 Lac/m,,,12 Feet,,3.5,5.0,6.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 3.25 Cr ,4.0 aana,,13 Feet,East,2.5,5.0,5.0,2076 B.S,,"['Bathroom', 'Parking', 'Drinking Water', 'Drainage']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 2.65 Cr ,,,13 Feet,South,3.0,6.0,5.0,2070 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Hattiban, Lalitpur",Rs. 2.05 Cr ,3.2 aana,,13 Feet,South-East,2.5,5.0,4.0,2074 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage', 'Garden']"
Bungalow house for rent in Basundhara,"Nakhipot, Lalitpur",Price on call,3.2 aana,,20 Feet,South,2.5,4.0,4.0,2076 B.S,,"['Bathroom', 'Parking', 'Drainage', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Manamaiju, Kathmandu",Rs. 2.5 Cr ,4.2 aana,1400 Sq. Feet,12 Feet,South-West,2.5,6.0,3.0,2076 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Godamchaur, Lalitpur",Rs. 2.9 Cr ,12.0 aana,2717.50 Sq. Feet,13 Feet,South,2.5,14.0,6.0,2070 B.S,,"['Parking', 'Drinking Water', 'Bathroom', 'Drainage', 'Garden']"
Bungalow house for rent in Basundhara,"Naxal, Kathmandu","Rs. 80,000 /m",3.0 aana,,,,2.0,4.0,2.0,2076 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Gatthaghar, Bhaktapur",Rs. 1.7 Lac/m,12.0 aana,,20 Feet,North,1.5,,,2077 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage', 'Garden']"
Bungalow house for rent in Basundhara,"Tripureshwor, Kathmandu",Rs. 3.2 Cr ,5.0 aana,,8 Feet,North,2.5,4.0,3.0,2070 B.S,,"['Parking', 'Drinking Water', 'Drainage', 'Bathroom']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 5.15 Cr ,8.3 aana,,13 Feet,South-West,2.0,5.0,3.0,2069 B.S,,"['Earthquake Resistant', 'Parquet', 'Fridge', 'Sofa', 'Dining Room', 'MiCrowave', 'Water Purifier', 'Washing Machine', 'Bed Room', 'Iron', 'Parking']"
Bungalow house for rent in Basundhara,"Sitapaila, Kathmandu","Rs. 60,000 /m",9.0 aana,,13 Feet,East,2.5,5.0,5.0,2075 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Dhapasi, Kathmandu",Rs. 5.8 Cr ,10.0 aana,,13 Feet,East,2.5,4.0,2.0,2076 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 1.15 Lac/m,4.0 aana,,12-18 Feet,North-West,2.5,4.0,4.0,2071 B.S,,"['Drinking Water', 'Drainage', 'Bathroom', 'Parking']"
Bungalow house for rent in Basundhara,"Kupandole, Lalitpur",Rs. 14 Cr ,5.0 aana,8100 Sq. Feet,40 Feet,East,6.5,13.0,6.0,2074 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Banasthali, Kathmandu",Rs. 2.35 Cr ,2.5 aana,,13 Feet,East,4.0,3.0,3.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Kumaripati, Lalitpur",Rs. 4.5 Cr ,6.0 aana,,5 Feet,South,3.5,7.0,4.0,2077 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Swoyambhu, Kathmandu",Rs. 3.15 Cr ,3.1 aana,,10 Feet,North-West,3.5,6.0,4.0,2075 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage']"
Bungalow house for rent in Basundhara,"Sanepa, Lalitpur",Rs. 1 Lac/m,,,13-15 Feet,,2.5,5.0,,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Swoyambhu, Kathmandu",Rs. 2.95 Cr ,3.0 aana,,10 Feet,North,3.5,6.0,4.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']"
Bungalow house for rent in Basundhara,"Shantinagar, Kathmandu",Rs. 4.98 Cr ,5.3 aana,,9 Feet,,4.0,11.0,4.0,2050 B.S,,"['Marbel', 'Parquet', 'Water Purifier', 'Power Backup', 'Bathroom', 'Internet', 'Solar', 'Drainage', 'Garden', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Naxal, Kathmandu",Rs. 3 Lac/m,16.0 aana,,20 Feet,North,5.0,8.0,4.0,2049 B.S,,"['Drinking Water', 'Bathroom', 'Garden', 'Parking', 'Drainage']"
Bungalow house for rent in Basundhara,"Bafal, Kathmandu",Rs. 3.7 Cr ,3.2 aana,,12-14 Feet,North-East,2.5,4.0,3.0,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Price on call,4.0 aana,,12 Feet,North,2.5,,,2075 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Sundarbasti, Kathmandu",Rs. 2.7 Cr ,3.2 aana,,13 Feet,South,3.5,8.0,4.0,2063 B.S,,"['Bathroom', 'Garden', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Taukhel, Lalitpur",Rs. 3.8 Cr ,4.2 aana,2636 Sq. Feet,20 Feet,,2.5,5.0,4.0,2076 B.S,,"['Earthquake Resistant', 'Parquet', 'Gym', 'CC Camera', 'Power Backup', 'Modular Kitchen', 'Parking', 'Bathroom', 'Drinking Water', 'Internet', 'Swimming Pool']"
Bungalow house for rent in Basundhara,"Tahachal, Kathmandu",Rs. 1.35 Cr ,2.2 aana,,10 Feet,East,1.0,2.0,1.0,2058 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Sundarbasti, Kathmandu",Rs. 3.95 Cr ,5.0 aana,,20 Feet,,2.5,6.0,5.0,2062 B.S,,"['Drainage', 'Power Backup', 'Parking', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Chyasundole, Kathmandu","Rs. 90,000 /m",14.0 aana,1629.75 Sq. Feet,14 Feet,West,2.5,5.0,3.0,2066 B.S,,"['Earthquake Resistant', 'Parquet', 'Sofa', 'Garden', 'Bed Room', 'Washing Machine', 'Water Purifier', 'Modular Kitchen', 'Parking', 'Drainage', 'TV']"
Bungalow house for rent in Basundhara,"Gagangauda, Kaski",Rs. 10 Cr ,936 sq. ft,936 Sq. Feet,20 Feet,North,1.0,2.0,2.0,2065 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Kapan, Kathmandu",Rs. 3.25 Cr ,5.3 aana,0-3-2-0 Ropani-aana-Paisa-Daam,13 Feet,South-East,3.0,6.0,3.0,2063 B.S,,"['Earthquake Resistant', 'Marbel', 'Garden', 'Parking', 'Modular Kitchen', 'Internet', 'Drainage', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 2.7 Cr ,3.2 aana,,20 Feet,West,2.5,5.0,4.0,2076 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 2.85 Cr ,3.3 aana,,13 Feet,North-West,2.5,4.0,4.0,2065 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 2.5 Cr ,4.2 aana,,13 Feet,North-East,2.5,6.0,5.0,2050 B.S,,"['Power Backup', 'Parking', 'Drainage', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Manbhawan, Lalitpur",Rs. 3.5 Lac/m,4000 sq. ft,4000 Sq. Feet,13-20 Feet,East,3.0,5.0,5.0,2077 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage']"
Bungalow house for rent in Basundhara,"Danchhi, Kathmandu",Rs. 1.5 Cr ,3.0 aana,,10-24 Feet,South,2.5,4.0,3.0,2075 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 2.75 Cr ,3.0 aana,,13 Feet,South-East,3.0,5.0,3.0,2074 B.S,,"['Earthquake Resistant', 'Marbel', 'Parking', 'Drainage', 'Bathroom', 'Sofa', 'TV']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 6.75 Cr ,4.0 aana,,12-15 Feet,,2.5,8.0,8.0,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']"
Bungalow house for rent in Basundhara,"Bhangal , Kathmandu",Rs. 2.9 Cr ,3.3 aana,,13 Feet,,2.5,5.0,4.0,2073 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Power Backup']"
Bungalow house for rent in Basundhara,"Sundarbasti, Kathmandu",Rs. 2.98 Cr ,4.0 aana,,20 Feet,,2.5,5.0,3.0,2073 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup']"
Bungalow house for rent in Basundhara,"Godawari, Lalitpur",Price on call,51.0 aana,,22 Feet,South,2.5,6.0,4.0,2071 B.S,,"['Power Backup', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Jhaukhel, Bhaktapur",Rs. 1.4 Cr ,4.1 aana,,10 Feet,North-East,3.0,2.0,2.0,2077 B.S,,"['Parking', 'Drinking Water', 'Earthquake Resistant', 'Drainage', 'Bathroom', 'Power Backup']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 3.8 Cr ,3.3 aana,,12-15 Feet,,2.5,4.0,5.0,2070 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage', 'Power Backup']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 6.75 Cr ,4.0 aana,,10-12 Feet,,2.5,8.0,8.0,2074 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 6.5 Cr ,9.5 aana,,10-15 Feet,,2.0,4.0,4.0,2069 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Power Backup', 'Parking']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 1 Lac ,4.3 aana,2500 Sq. Feet,16 Feet,West,2.5,5.0,4.0,2073 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Fridge', 'Sofa', 'AirCon', 'MiCrowave', 'Dining Room', 'Solar', 'CC Camera', 'Water Purifier']"
Bungalow house for rent in Basundhara,"Matatirtha, Kathmandu",Rs. 1.8 Cr ,4.0 aana,,13 Feet,North-East,1.0,3.0,2.0,2067 B.S,,"['Earthquake Resistant', 'Bathroom', 'Parking', 'Drinking Water', 'Internet', 'Modular Kitchen', 'CC Camera', 'Fridge', 'Drainage', 'Power Backup']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 2.75 Cr ,3.2 aana,,13 Feet,,2.5,4.0,4.0,2065 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 2.35 Cr ,2.2 aana,,8-12 Feet,South,2.5,8.0,4.0,2075 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 2.75 Cr ,3.0 aana,,8-10 Feet,,2.5,5.0,4.0,2075 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 2.6 Cr ,3.1 aana,,13 Feet,,2.5,5.0,4.0,2064 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Tyanglafat, Kathmandu",Rs. 2.45 Cr ,3.0 aana,,10 Feet,North-East,2.5,7.0,4.0,2065 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Kageshwori, Kathmandu",Rs. 2.55 Cr ,3.0 aana,,13 Feet,West,3.0,5.0,3.0,2076 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Chandragiri, Kathmandu",Rs. 2.25 Cr ,4.0 aana,,13 Feet,,2.5,4.0,3.0,2076 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Chandragiri, Kathmandu",Rs. 1.31 Cr ,3.0 aana,,12 Feet,,2.0,6.0,3.0,2056 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup']"
Bungalow house for rent in Basundhara,"Dhapasi, Kathmandu",Rs. 1.8 Lac/m,6.2 aana,3480 Sq. Feet,16 Feet,South,3.0,5.0,5.0,2065 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Nayapati, Kathmandu",Rs. 3.3 Cr ,,,20 Feet,West,2.5,4.0,6.0,2060 B.S,,"['Bathroom', 'Parking', 'Drainage', 'Power Backup', 'Drinking Water']"
